lactate_abg,ph_abg,hco3_abg,temp_c,temp_nc,urea,creatinine,sodium,k,hb,wbc,neutrophil,platelets,crp,chemo,chronic_rrt,metastatic,radiotx,apache,medical,system,height,weight,elective_surgical,arrival_dttm,discharge_dttm,dob,vital_status,sex,nhs_number,age_years,los,bmi,gender
1.3,7.43,24,35.8,36.8,12.9,214,135,3.6,74,12.8,10.2,99,7,0,0,0,0,11,1,1,1.75,75,0,2018-10-11T03:57:27Z,2018-10-13T03:57:27Z,1948-10-11,A,M,5843473511,70,2,244897.95918367343,M
2.6,7.38,24.2,35.9,36.7,4.1,83,138,4.1,93,12.1,10.53,246,4.1,0,0,0,0,9,0,3,1.7,60,1,2018-10-11T11:56:00Z,2018-10-12T11:56:00Z,1978-10-11,A,M,7145997649,40,1,207612.45674740482,M
0.9,7.41,21.2,36.4,37,3.8,51,143,4.4,97,11.8,11.3,199,1,0,0,0,0,14,0,3,1.6,50,1,2018-10-11T10:49:07Z,2018-10-16T10:49:07Z,1968-10-11,A,F,5447362466,50,5,195312.5,F
1.4,7.3,21.2,35.5,37.2,4.8,123,143,4.2,113,11.6,9.25,134,3.4,0,0,0,0,17,0,2,1.65,90,1,2018-10-11T11:27:54Z,2018-10-12T23:27:54Z,1958-10-11,A,M,6297285748,60,1,330578.51239669416,M
0.8,7.4,37.2,36.8,36.4,6.1,42,142,3.9,113,13.5,11.8,266,17,0,1,0,1,13,1,2,1.55,80,0,2018-10-11T04:19:48Z,2018-10-11T16:19:48Z,1948-10-11,A,F,7813271424,70,0,332986.4724245578,F
1.4,7.39,20,37,38.5,2.7,39,135,4,121,9.4,8.2,294,149.8,0,0,0,0,15,1,1,1.65,60,0,2018-10-12T12:58:46Z,2018-10-17T12:58:46Z,1948-10-12,D,F,9262113196,70,5,220385.67493112944,F
3.9,7.407,17.5,36.2,36.5,7.7,86,132,5.1,89,11,8.08,133,107,0,0,0,0,105,1,2,1.6,80,0,2018-10-12T06:25:03Z,2018-10-14T18:25:03Z,1948-10-12,D,F,9144118627,70,2,312500,F
0.7,7.33,22.9,36.5,39.2,1.8,43,140,3.9,106,18.8,17.5,323,70,0,0,1,0,9,1,1,1.65,70,0,2018-10-15T01:01:48Z,2018-10-16T01:01:48Z,1998-10-15,A,F,2898488631,20,1,257116.62075298437,F
0.7,7.5,24,37.9,37.7,5.4,53,137,2.8,150,5.9,5.4,274,25,0,0,0,0,68,1,4,1.75,85,0,2018-10-15T23:28:54Z,2018-10-21T23:28:54Z,1938-10-15,A,F,1177535386,80,6,277551.0204081632,F
1.7,7.36,26.6,36,36.7,10,80,136,5.7,128,12,8.35,183,102,1,0,1,0,14,1,1,1.7,100,0,2018-10-16T17:41:14Z,2018-10-18T05:41:14Z,1938-10-16,A,M,3265523985,80,2,346020.7612456747,M
2.6,7.44,21.9,36,36.5,4.4,45,141,3.9,118,12.5,11.51,142,1,0,0,0,0,13,1,1,1.65,70,0,2018-10-17T00:52:49Z,2018-10-19T00:52:49Z,1948-10-17,A,F,3334966119,70,2,257116.62075298437,F
1.3,7.39,25.5,36.2,36.2,3.7,53,136,3.9,116,11.1,9.2,173,19,0,0,0,0,15,0,2,1.6,65,1,2018-10-16T12:40:38Z,2018-10-17T12:40:38Z,1948-10-16,A,M,7749994858,70,1,253906.25,M
0.7,7.19,27,33.7,23.4,8.8,193,137,5.8,116,14.9,12.8,295,2,0,1,0,1,38,0,3,1.55,135,0,2018-10-16T18:42:55Z,2018-10-17T06:42:55Z,1978-10-16,D,M,4513731885,40,1,561914.6722164412,M
1.7,7.27,20,34.6,37.6,12.2,130,133,5.4,112,3.3,1.44,4,327,0,0,0,1,24,1,2,1.7,65,0,2018-10-17T13:46:34Z,2018-10-23T01:46:34Z,1968-10-17,D,M,7596875114,50,6,224913.49480968856,M
1.5,7.3,23.5,35.6,37.2,17.3,574,138,5,75,9.9,9.5,279,47,0,0,0,0,19,0,2,1.45,50,1,2018-10-17T13:20:43Z,2018-10-19T13:20:43Z,1938-10-17,A,F,5488722327,80,2,237812.1284185494,F
3.8,7.34,16.9,35.7,36.1,7.7,138,141,4.4,133,11.6,9.4,160,146.4,0,0,0,0,71,0,7,1.75,70,0,2018-10-18T05:04:34Z,2018-10-22T05:04:34Z,1938-10-18,A,M,8452682336,80,4,228571.42857142855,M
4.5,7.4,17.5,36.1,36.7,5.5,114,138,5.2,82,5.57,5.06,104,2,0,0,0,0,12,0,3,1.8,70,1,2018-10-19T13:55:22Z,2018-10-23T13:55:22Z,1968-10-19,A,M,9662497676,50,4,216049.38271604932,M
1.2,7.45,26.1,36,37.9,4.4,56,138,4.1,118,6.5,5.17,254,105,0,0,0,0,10,1,2,1.55,65,0,2018-10-19T15:12:43Z,2018-10-22T03:12:43Z,1968-10-19,A,F,6339961231,50,3,270551.5088449532,F
1.1,7.35,23.9,37.5,37.1,2,46,135,4,98,12.7,12.1,224,61,0,0,0,0,19,1,1,1.6,75,0,2018-10-20T20:06:41Z,2018-10-23T20:06:41Z,1948-10-20,A,F,2465266829,70,3,292968.75,F
1,7.49,25.2,37.1,36.1,7.4,42,111,4.1,99,11.9,10.21,362,84.8,1,1,1,1,21,0,3,1.75,75,1,2018-10-20T05:38:19Z,2018-10-22T05:38:19Z,1948-10-20,D,M,1355676436,70,2,244897.95918367343,M
0.9,7.27,35.7,35,36.6,12.4,54,138,5,83,7.8,7.63,272,100,1,0,1,0,58,1,1,1.7,55,0,2018-10-20T02:11:12Z,2018-10-23T14:11:12Z,1938-10-20,D,M,2781578312,80,3,190311.41868512108,M
9.8,7.24,18.7,36.8,36.7,4,195,139,4.9,91,13.5,10.4,173,199.8,1,1,0,0,48,1,2,1.7,60,0,2018-10-22T17:49:06Z,2018-10-26T05:49:06Z,1948-10-22,A,M,3463235595,70,4,207612.45674740482,M
2.3,7.29,23.7,34.7,36.9,4.5,74,137,4.2,150,18.1,16.3,128,70,0,0,0,0,12,0,2,1.7,65,1,2018-10-22T06:57:05Z,2018-10-24T06:57:05Z,1998-10-22,A,F,2972992679,20,2,224913.49480968856,F
2.7,7.46,32.8,35.9,36.2,7.4,134,134,4.4,88,15.5,13.5,272,12,1,1,0,1,11,1,1,1.7,60,0,2018-10-22T08:20:31Z,2018-10-22T20:20:31Z,1948-10-22,A,M,2424362335,70,0,207612.45674740482,M
0.9,7.43,18,37.2,36.6,11.8,92,154,4.6,122,16,14.69,352,176,1,0,1,1,27,1,3,1.65,65,0,2018-10-23T22:41:41Z,2018-11-04T22:41:41Z,1948-10-23,A,M,6458349777,70,12,238751.1478420569,M
0.7,7.3,23,36.5,35.9,NA,115,141,4.7,113,19.1,16.9,468,3,0,0,0,0,15,0,2,1.65,100,1,2018-10-23T05:12:05Z,2018-10-25T17:12:05Z,1958-10-23,A,M,2428493620,60,2,367309.4582185491,M
1.4,7.241,23.1,37,37.1,NA,102,139,5.2,117,14.1,11.6,186,7,0,0,0,0,12,0,3,1.8,75,1,2018-10-23T08:45:17Z,2018-10-25T08:45:17Z,1938-10-23,A,M,6558458810,80,2,231481.48148148143,M
3.8,7.47,17,36.2,36,NA,56,140,4.2,110,7.7,4.61,133,26,1,0,0,0,15,0,3,1.6,50,1,2018-10-25T00:38:24Z,2018-10-26T00:38:24Z,1948-10-25,A,F,7495746920,70,1,195312.5,F
1.4,7.417,26.7,36.6,36.9,4.1,81,135,3.9,97,9.9,6.1,517,146,1,1,0,1,12,0,2,1.85,115,1,2018-10-24T03:52:47Z,2018-10-26T03:52:47Z,1958-10-24,A,M,6894197482,60,2,336011.6873630386,M
2.5,7.53,27.8,35.6,37.2,2.5,74,144,3.9,113,5.8,5.1,99,10,0,0,0,0,12,0,2,1.85,65,1,2018-10-24T19:41:17Z,2018-10-27T07:41:17Z,1998-10-24,A,M,7489893682,20,3,189919.64937910877,M
0.9,7.39,26.9,35.9,37.2,3.2,74,137,4.3,78,16.8,26.1,136,100,0,0,0,0,14,1,2,1.8,55,0,2018-10-24T13:29:46Z,2018-10-26T13:29:46Z,1998-10-24,A,M,4237941353,20,2,169753.08641975306,M
1.1,7.43,20.2,35.1,36.6,7.6,93,141,5.2,99,6.2,5.1,188,47,0,0,0,0,11,0,3,1.5,95,1,2018-10-25T20:06:20Z,2018-10-26T20:06:20Z,1988-10-25,A,F,6271733573,30,1,422222.22222222225,F
4,7.39,24.7,36.9,35.4,14.7,183,144,3.7,85,38.6,24.43,113,95.4,0,0,0,0,35,1,1,1.7,100,0,2018-10-26T16:20:44Z,2018-11-11T16:20:44Z,1948-10-26,A,M,5726216725,70,16,346020.7612456747,M
7.1,7.31,22.8,36.2,36.6,3.3,136,140,4.4,143,14.8,15.9,255,80.2,0,0,0,0,70,0,2,1.8,70,0,2018-10-26T09:26:41Z,2018-10-31T09:26:41Z,1968-10-26,D,M,4715714779,50,5,216049.38271604932,M
1.9,7.4,27.1,36.6,36.3,6.4,178,134,3.7,136,17.3,16.34,214,77,0,0,0,0,15,1,7,1.8,70,0,2018-10-26T22:25:42Z,2018-10-28T22:25:42Z,1958-10-26,A,M,5118323134,60,2,216049.38271604932,M
1.5,7.46,21.8,36.7,37,3.2,75,138,3.9,113,16.9,15,211,3,1,1,0,1,8,0,2,1.85,90,1,2018-10-26T02:11:54Z,2018-10-27T02:11:54Z,1978-10-26,A,M,1262413451,40,1,262965.66837107367,M
1.1,7.4,25.3,36.3,36.7,3.2,55,139,4.3,95,14.4,11.8,281,40,0,0,0,0,16,0,7,1.65,60,1,2018-10-26T05:11:18Z,2018-10-28T05:11:18Z,1998-10-26,A,F,5332336225,20,2,220385.67493112944,F
2,7.27,18.1,36.8,38.5,7.9,85,137,5.1,131,7.5,7,163,5.7,0,0,0,0,12,0,3,1.7,60,0,2018-10-27T16:20:18Z,2018-10-30T04:20:18Z,1948-10-27,A,M,1554622255,70,3,207612.45674740482,M
2,7.4,21.1,36.1,36.6,2.6,61,140,3.9,95,16.1,15,174,46,0,0,0,0,7,1,2,1.6,60,0,2018-10-29T08:12:46Z,2018-11-03T08:12:46Z,1988-10-29,A,F,8688688222,30,5,234375,F
3.9,7.15,14,35.7,36.1,17.3,448,128,5.4,112,3.3,1.8,18,61,0,0,0,0,22,1,7,1.65,65,0,2018-10-30T15:09:54Z,2018-11-06T03:09:54Z,1938-10-30,D,F,5949472136,80,7,238751.1478420569,F
2.4,7.29,17,37.9,35.9,1.7,58,141,3.9,108,14.1,12,258,100,0,0,0,0,12,1,1,1.6,50,0,2018-10-30T04:10:50Z,2018-11-27T04:10:50Z,1968-10-30,D,F,7113681212,50,28,195312.5,F
1,7.408,15.7,36.4,36.7,30.1,761,139,5,87,8.85,7.63,16,90,0,1,0,0,16,1,7,1.7,70,0,2018-10-30T02:14:36Z,2018-11-02T02:14:36Z,1938-10-30,A,M,5241275789,80,3,242214.5328719723,M
1.3,7.27,21,36.9,36.6,19.4,316,129,5.3,132,11,7.1,180,195,0,0,0,0,15,1,7,1.75,90,0,2018-10-30T15:22:26Z,2018-10-31T15:22:26Z,1948-10-30,A,M,3426699699,70,1,293877.5510204081,M
1.2,7.4,19.7,37.2,37.4,7.7,101,131,4.2,76,11.1,8.08,135,85,1,0,0,1,12,0,2,1.8,80,1,2018-10-30T09:29:10Z,2018-11-07T09:29:10Z,1948-10-30,A,M,1399537482,70,8,246913.58024691354,M
1.4,7.46,38.5,36.6,37.2,7.4,85,139,4.3,117,11.4,10,195,17,0,1,0,1,18,1,1,1.65,85,0,2018-10-30T19:33:30Z,2018-11-01T07:33:30Z,1938-10-30,A,F,9193945256,80,2,312213.0394857667,F
1,7.3,36,35.9,37.2,16.1,137,144,4.6,95,8.3,6.5,152,9,0,1,0,1,17,1,4,1.7,70,0,2018-10-31T11:38:38Z,2018-10-31T23:38:38Z,1938-10-31,A,M,1548956244,80,0,242214.5328719723,M
3,7.29,17,36.1,36.5,3.9,54,139,4.7,121,10.4,9.14,260,39.6,0,0,0,0,8,0,7,1.8,75,1,2018-11-01T05:54:40Z,2018-11-02T05:54:40Z,1998-11-01,A,M,3821229659,20,1,231481.48148148143,M
1.7,7.37,24.2,36.3,36.6,12.9,242,137,5.1,88,16.5,16.6,97,32,1,1,1,1,30,0,3,1.6,80,0,2018-11-01T08:03:52Z,2018-11-04T20:03:52Z,1948-11-01,A,F,5749127796,70,3,312500,F
0.9,7.44,21,35.9,38.1,14.2,156,139,4.8,86,11.3,9.87,251,3.7,1,0,1,0,15,0,7,1.6,70,1,2018-11-01T05:19:46Z,2018-11-02T05:19:46Z,1938-11-01,D,F,5675678719,80,1,273437.5,F
1.7,7.18,25.6,36.3,36.6,30.4,344,135,5.3,112,23.3,17.8,262,99,1,1,1,0,20,1,3,1.55,70,0,2018-11-02T03:52:26Z,2018-11-05T03:52:26Z,1938-11-02,A,F,7817254621,80,3,291363.16337148804,F
1.2,7.37,26.6,37.7,37.4,6,91,141,4.9,140,12.4,10.7,244,22,0,0,0,0,18,0,7,1.75,95,1,2018-11-02T09:40:02Z,2018-11-05T21:40:02Z,1968-11-02,D,M,6214734892,50,3,310204.081632653,M
2.1,7.416,27.6,35.3,36,NA,92,138,4.5,86,16.9,13.9,364,59,1,0,0,0,13,0,3,1.9,90,1,2018-11-02T01:57:37Z,2018-11-04T13:57:37Z,1958-11-02,A,M,6738664990,60,2,249307.47922437673,M
1.9,7.28,18.1,35.9,38.5,NA,105,139,6.7,139,9.6,7.66,104,2,0,0,0,0,11,0,3,1.8,85,1,2018-11-02T22:23:00Z,2018-11-05T22:23:00Z,1938-11-02,A,F,6859441380,80,3,262345.6790123456,F
3,7.34,22.7,35.4,34.9,2.9,64,137,3.6,130,15.2,13.3,195,0.2,0,0,0,0,7,1,10,1.65,65,0,2018-11-02T12:58:53Z,2018-11-05T00:58:53Z,1978-11-02,A,F,6223411227,40,3,238751.1478420569,F
2.1,7.38,23.8,35.3,35,5.3,82,137,4.9,151,18,16,142,4.1,0,0,0,0,12,1,2,1.7,130,0,2018-11-03T17:12:43Z,2018-11-09T05:12:43Z,1988-11-03,A,F,3368444611,30,6,449826.9896193771,F
1.9,7.29,18.1,36.9,37,2.7,105,141,5.5,86,8.4,6.7,37,157,0,0,0,0,13,0,2,1.75,80,1,2018-11-03T08:16:29Z,2018-11-06T20:16:29Z,1978-11-03,A,M,9518453969,40,3,261224.48979591834,M
1,7.49,26.9,36.7,37.1,17.2,646,138,5.5,73,15.3,14.54,135,167.7,0,1,0,0,19,1,2,1.75,60,0,2018-11-04T23:42:07Z,2018-11-07T11:42:07Z,1978-11-04,A,M,8823232651,40,3,195918.36734693876,M
1.6,7.46,31.9,36.4,37.2,NA,49,134,4.6,111,20.7,18.14,362,80.2,1,0,1,1,21,1,1,1.8,75,0,2018-11-05T17:26:37Z,2018-11-06T17:26:37Z,1968-11-05,A,M,1484567870,50,1,231481.48148148143,M
1.2,7.38,22.8,35.3,36.7,2.2,38,141,3.7,112,6.23,2.82,122,26,1,0,0,0,25,0,2,1.5,50,1,2018-11-06T13:19:21Z,2018-11-08T01:19:21Z,1968-11-06,D,F,6321434973,50,2,222222.22222222222,F
1.3,7.46,38.5,36.9,37.8,25.5,412,138,3.6,85,11.3,6.9,288,149.8,0,0,0,0,21,1,1,1.85,75,0,2018-11-06T05:33:19Z,2018-11-11T05:33:19Z,1978-11-06,D,M,2952672423,40,5,219138.05697589475,M
3.4,7.45,22.1,37.2,36.6,3.2,64,139,4.2,122,12.5,12.11,232,24,0,0,0,0,4,0,7,1.6,115,1,2018-11-06T10:21:10Z,2018-11-07T10:21:10Z,1958-11-06,A,F,7329583871,60,1,449218.75,F
2,7.4,19.6,36.6,23.4,6.2,114,149,5,103,12,10.19,160,17.4,1,0,0,0,16,0,7,1.6,60,1,2018-11-06T02:44:14Z,2018-11-07T02:44:14Z,1948-11-06,D,F,5155252598,70,1,234375,F
1.1,7.34,30.3,35.1,35,11.7,136,143,4.2,90,7.5,6.3,47,280,1,1,1,1,22,1,1,1.65,70,0,2018-11-08T17:19:17Z,2018-11-09T05:19:17Z,1948-11-08,A,F,9924389255,70,1,257116.62075298437,F
1.9,7.39,22.8,36,38,2.2,139,142,5.1,127,9.9,8.9,127,37,0,0,0,0,12,0,3,1.8,75,1,2018-11-08T07:09:01Z,2018-11-10T19:09:01Z,1938-11-08,A,M,4191139967,80,2,231481.48148148143,M
4.1,7.33,24,36.9,35.3,3.6,58,139,4.8,131,9.5,3.78,95,20,0,0,0,0,18,0,1,1.6,70,1,2018-11-08T22:53:31Z,2018-11-09T22:53:31Z,1978-11-08,A,F,1943725462,40,1,273437.5,F
1.4,7.43,30,37.2,38,9.7,74,138,3.5,110,10,8.3,195,4,1,1,0,1,13,0,2,1.55,90,1,2018-11-08T20:03:06Z,2018-11-11T20:03:06Z,1948-11-08,A,F,2536831132,70,3,374609.7814776275,F
2.4,7.39,23.9,36,36.4,3.2,61,133,3.5,130,19.7,19.7,163,80.2,1,1,1,1,69,0,2,1.55,70,1,2018-11-09T00:06:15Z,2018-11-10T00:06:15Z,1948-11-09,D,F,9856963516,70,1,291363.16337148804,F
1,7.3,30.8,36.8,36.8,NA,91,144,4.1,87,10.9,7.2,522,59,1,0,0,0,17,1,1,1.8,75,0,2018-11-09T12:36:00Z,2018-11-10T00:36:00Z,1948-11-09,A,M,5373162620,70,1,231481.48148148143,M
2.3,7.43,24.7,37.2,39.2,6.9,96,134,3.7,95,14.1,12.8,129,61,1,1,1,1,54,0,3,1.7,100,0,2018-11-09T12:26:39Z,2018-11-12T00:26:39Z,1958-11-09,A,M,6185876337,60,3,346020.7612456747,M
1.4,7.341,20.2,36,36.7,3,73,140,3.5,120,11.6,9.25,186,57,1,0,1,1,10,0,3,1.8,75,1,2018-11-09T15:17:15Z,2018-11-13T03:17:15Z,1998-11-09,A,M,7158179427,20,4,231481.48148148143,M
1,7.41,19.6,36.1,38.3,2.7,40,130,3.5,88,3.1,2,211,2.7,1,0,0,1,80,0,3,1.7,80,0,2018-11-09T07:08:34Z,2018-11-10T07:08:34Z,1988-11-09,A,F,4464878253,30,1,276816.6089965398,F
1,7.33,20.5,36.8,33.9,22.5,361,136,5.5,72,14.2,12.6,23,11.8,0,0,0,0,24,1,4,1.8,65,0,2018-11-10T19:39:04Z,2018-11-22T19:39:04Z,1948-11-10,D,M,8164417335,70,12,200617.28395061725,M
1.1,7.3,23.6,35.9,37.2,4.8,66,141,4.6,119,18.7,16,260,1,0,0,0,0,18,0,1,1.75,80,1,2018-11-10T12:52:36Z,2018-11-15T12:52:36Z,1988-11-10,A,M,1532364156,30,5,261224.48979591834,M
2.1,7.31,22,36.7,36.4,3,116,143,4.4,112,18.1,16.3,342,63,0,0,0,0,11,0,2,1.75,80,1,2018-11-10T16:39:11Z,2018-11-15T16:39:11Z,1988-11-10,A,M,7311455154,30,5,261224.48979591834,M
0.7,7.382,26.4,36.9,37.3,6.8,32,143,4.6,9.2,15.1,13.35,390,44.1,0,0,1,0,11,1,1,1.75,65,0,2018-11-11T16:36:58Z,2018-11-13T04:36:58Z,1938-11-11,A,M,7563819126,80,2,212244.89795918364,M
0.9,7.437,18,37.2,36.6,7.9,61,139,3.7,85,15.1,13.2,215,39,0,0,0,0,12,0,3,1.65,50,1,2018-11-12T01:23:44Z,2018-11-13T01:23:44Z,1948-11-12,A,F,7348793487,70,1,183654.72910927454,F
2.2,7.29,19.5,36.6,23.4,NA,76,143,4.1,97,41.3,35.85,758,81,0,0,0,0,15,1,1,1.75,75,0,2018-11-12T21:37:03Z,2018-12-07T21:37:03Z,1938-11-12,D,M,1918946310,80,25,244897.95918367343,M
3.7,7.274,17.2,37.2,36.6,2.1,114,144,4.8,96,7.6,5.27,104,85,0,0,0,0,105,1,7,1.65,50,0,2018-11-12T07:00:43Z,2018-11-17T07:00:43Z,1938-11-12,A,F,3439852555,80,5,183654.72910927454,F
1.2,7.24,32.9,37,36,9.3,169,137,4.5,137,9.2,5.7,196,13.3,0,0,0,0,13,1,7,1.6,95,0,2018-11-12T02:06:55Z,2018-11-13T02:06:55Z,1958-11-12,A,F,9683282253,60,1,371093.75,F
1.7,7.31,26.9,36.2,36.2,3.9,81,139,4.4,83,13,7.6,311,100,0,0,0,0,10,0,4,1.5,50,1,2018-11-13T21:27:08Z,2018-11-14T21:27:08Z,1978-11-13,A,F,9419715418,40,1,222222.22222222222,F
2.3,7.48,24.8,35.5,35.6,4.4,89,132,3.9,102,16.3,14.6,172,50,1,1,1,1,21,0,7,1.55,60,1,2018-11-13T17:39:33Z,2018-11-14T17:39:33Z,1958-11-13,A,M,1947322397,60,1,249739.85431841834,M
5.1,7.32,24.3,36.2,37.1,6.3,83,135,4.7,102,23.8,20.86,288,7,0,0,0,0,6,1,2,1.65,60,0,2018-11-13T04:28:26Z,2018-11-15T04:28:26Z,1958-11-13,A,F,1186287829,60,2,220385.67493112944,F
4.4,7.3,24,36,37.2,9.3,119,129,4.8,108,23.8,20.86,155,369,0,0,0,0,12,1,1,1.8,150,0,2018-11-13T17:47:15Z,2018-11-15T05:47:15Z,1978-11-13,A,M,2576852815,40,2,462962.96296296286,M
0.6,7.42,22.7,36.5,36.5,0.6,55,139,3.6,95,6.5,5.5,169,176,0,0,0,0,14,1,8,1.55,50,1,2018-11-14T10:00:32Z,2018-11-23T10:00:32Z,1948-11-14,A,F,1991762496,70,9,208116.5452653486,F
2.1,7.3,20.2,36.5,36.5,2.3,86,141,4.4,119,9.4,7.12,188,58,1,1,1,1,8,0,2,1.7,70,1,2018-11-14T01:23:53Z,2018-11-15T01:23:53Z,1998-11-14,A,F,9338369293,20,1,242214.5328719723,F
6.8,7.17,14,36,36.1,4.6,82,140,5.6,94,8.6,4.1,255,28.7,1,0,1,0,22,0,3,1.7,65,1,2018-11-14T01:50:32Z,2018-11-29T01:50:32Z,1958-11-14,D,F,9981664243,60,15,224913.49480968856,F
1.7,7.23,19.5,37.3,37.2,7.7,110,141,4.3,74,12.37,13.6,96,85,0,0,0,0,21,1,2,1.8,70,0,2018-11-14T02:15:48Z,2018-11-20T02:15:48Z,1948-11-14,D,M,5242584793,70,6,216049.38271604932,M
1.1,7.36,22.2,37,37.7,2.2,38,139,4.4,101,14.1,12.1,390,246,1,0,1,1,9,1,1,1.6,90,0,2018-11-15T05:05:19Z,2018-11-18T05:05:19Z,1998-11-15,A,F,3568435659,20,3,351562.5,F
4,7.423,24.4,37.8,36.7,10,197,134,3.9,81,31.2,28.6,36,95.4,1,1,1,1,13,0,3,1.8,55,1,2018-11-15T13:54:06Z,2018-11-25T13:54:06Z,1978-11-15,A,M,5839988456,40,10,169753.08641975306,M
1,7.4,25.3,37.2,36.5,NA,49,142,3.7,107,17.1,16.1,262,63,1,1,1,1,16,0,7,1.5,50,1,2018-11-16T09:04:03Z,2018-11-17T09:04:03Z,1948-11-16,A,F,6553337160,70,1,222222.22222222222,F
0.9,7.43,18,38.3,35.2,11.8,124,128,5.7,92,13,11.6,320,9,1,0,1,1,16,1,2,1.6,55,0,2018-11-16T02:20:22Z,2018-11-28T02:20:22Z,1958-11-16,A,F,8631686727,60,12,214843.75,F
0.8,7.32,25.4,36,35.9,5.1,125,136,4.7,98,6.5,3.5,122,11.7,1,1,1,1,11,0,2,1.65,90,1,2018-11-16T09:59:07Z,2018-11-19T09:59:07Z,1978-11-16,A,M,6848537594,40,3,330578.51239669416,M
1.2,7.31,21.2,36.5,35.8,6.2,81,144,4.5,151,11.6,8.75,203,3.5,0,0,0,0,19,1,3,1.6,50,0,2018-11-18T02:33:09Z,2018-11-21T02:33:09Z,1958-11-18,A,F,1657519376,60,3,195312.5,F
1.5,7.44,29.5,37,37.6,7.8,73,139,4.7,104,3.3,3.48,284,7,1,0,1,0,8,0,3,1.7,65,0,2018-11-19T21:24:34Z,2018-11-21T21:24:34Z,1958-11-19,A,M,8677424466,60,2,224913.49480968856,M
1.3,7.46,27.5,35.9,36.7,22,163,131,2.4,101,14.1,12.6,137,280,0,0,0,0,26,1,1,1.8,70,0,2018-11-19T17:36:36Z,2018-11-24T05:36:36Z,1978-11-19,D,M,7224838926,40,5,216049.38271604932,M
0.8,7.32,34.6,36.1,35.9,3.1,68,141,3.7,115,7.36,4.44,100,81,0,0,0,0,8,0,1,1.55,70,1,2018-11-19T13:23:02Z,2018-11-21T13:23:02Z,1938-11-19,A,F,4468581557,80,2,291363.16337148804,F
10.9,7.25,16,36.8,38.2,16.7,687,134,6.6,104,19.1,14.59,229,213,0,1,0,0,105,1,2,1.75,115,0,2018-11-19T19:35:48Z,2018-11-28T19:35:48Z,1978-11-19,A,M,7192245739,40,9,375510.2040816326,M
0.8,7.42,18,36.1,36.5,3.1,75,138,3.9,93,17,14.9,192,2,0,0,0,0,7,1,10,1.65,50,0,2018-11-19T01:12:41Z,2018-11-24T01:12:41Z,1978-11-19,A,F,2484312954,40,5,183654.72910927454,F
3.5,7.45,21,37.2,36.7,3.8,64,137,5.3,101,13,9.9,289,78,1,1,1,1,24,1,1,1.8,115,0,2018-11-20T10:08:52Z,2018-11-22T22:08:52Z,1968-11-20,A,M,8837812353,50,2,354938.2716049382,M
3.2,7.34,32.1,37.6,36.6,5.3,40,137,4.1,110,11.5,10.81,362,6,1,0,1,0,35,1,1,1.55,60,0,2018-11-20T05:02:35Z,2018-11-24T05:02:35Z,1958-11-20,A,F,4421568619,60,4,249739.85431841834,F
3.8,7.49,25.5,37.8,37.2,4.7,83,138,4,157,10.72,8.94,191,149,0,0,1,0,14,1,1,1.7,60,0,2018-11-20T20:08:29Z,2018-11-23T08:08:29Z,1968-11-20,A,M,2185425218,50,3,207612.45674740482,M
3.7,7.36,17,36.1,36.1,4.2,56,140,4.1,135,12,9.2,178,12,0,0,0,0,24,1,2,1.65,50,0,2018-11-22T00:20:38Z,2018-11-27T00:20:38Z,1948-11-22,D,F,2319626859,70,5,183654.72910927454,F
4.4,7.32,16.6,36.7,37.1,12.5,92,147,5,124,10.9,9.18,171,30,1,0,0,0,87,1,3,1.65,65,0,2018-11-21T15:35:55Z,2018-12-03T15:35:55Z,1938-11-21,A,F,8628997946,80,12,238751.1478420569,F
1.1,7.62,27.8,36.6,37.1,14.2,127,133,3.3,95,15.8,13.7,177,487,1,1,0,1,81,1,1,1.8,55,0,2018-11-22T10:55:34Z,2018-11-26T22:55:34Z,1958-11-22,D,M,5587186962,60,4,169753.08641975306,M
1.8,7.37,25.2,37,36.1,14.7,178,136,4.6,88,16.7,14.6,284,139,1,1,1,1,24,1,1,1.75,75,0,2018-11-22T21:42:28Z,2018-11-28T09:42:28Z,1938-11-22,A,M,2143891687,80,6,244897.95918367343,M
1.2,7.34,23.6,36.6,35.8,14.7,648,143,5.1,79,16.7,13.2,70,17,0,1,0,1,23,0,7,1.85,65,1,2018-11-23T07:19:32Z,2018-11-25T07:19:32Z,1968-11-23,A,M,1995373311,50,2,189919.64937910877,M
1.4,7.32,23.7,35.5,36.6,6.2,138,135,4.6,108,11.6,10.78,134,5,0,0,0,0,12,0,2,1.85,75,1,2018-11-25T20:50:51Z,2018-11-26T20:50:51Z,1938-11-25,A,M,3245218966,80,1,219138.05697589475,M
1.3,7.27,24.5,34.2,32.3,5.5,72,140,3.6,119,18.4,16,100,19,0,0,0,0,12,0,2,1.8,65,1,2018-11-26T17:46:48Z,2018-11-28T17:46:48Z,1948-11-26,A,M,2853671372,70,2,200617.28395061725,M
1.1,7.33,21.4,38,37.7,6.2,67,143,4.9,131,7.5,6.1,95,4,0,0,0,0,0,0,10,1.85,75,1,2018-11-26T10:58:59Z,2018-12-01T22:58:59Z,1978-11-26,A,M,7596953123,40,5,219138.05697589475,M
